ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
011961.OF,易方达稳鑫30天滚动持有A,易方达基金,20210408,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,0.2,0.05,李一硕 梁莹,0.17,20220930,,,,,,,,,,0.020100000000000007,0.026075874914224053,0.046699999999999964
010960.OF,大成惠恒一年定开,大成基金,20210408,债券型,债券型,中债综合全价指数收益率,0.3,0.1,郑欣,2.15,20220930,,,,,,,,,,0.0250999999999999,0.024341615452151064,0.05005258999999995
011962.OF,易方达稳鑫30天滚动持有C,易方达基金,20210408,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,0.2,0.05,李一硕 梁莹,15.3,20220930,,,,,,,,,,0.01859999999999995,0.024052621244845834,0.043099999999999916
011742.OF,大成惠平一年定开,大成基金,20210407,债券型,债券型,中债综合全价指数收益率,0.3,0.1,冯佳,31.4,20220930,,,,,,,,,,0.044499999999999984,0.025849688846337877,0.0714999999999999
011529.OF,上银慧兴盈,上银基金,20210406,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,葛沁沁,11.24,20220930,,,,,,,,,,0.03309999999999991,0.02572270835349937,0.0596741300000001
011298.OF,易方达悦安一年持有A,易方达基金,20210406,债券型,债券型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15,张雅君,16.66,20220930,,,,,,,,,,0.015600000000000058,-0.017821977156360774,-0.0024999999999999467
011299.OF,易方达悦安一年持有C,易方达基金,20210406,债券型,债券型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15,张雅君,17.26,20220930,,,,,,,,,,0.012599999999999945,-0.02182500493778382,-0.009499999999999953
011007.OF,国投瑞银顺臻纯债C,国投瑞银基金,20210401,债券型,债券型,中债综合指数收益率,0.3,0.1,李鸥,0.0,20220930,,,,,,,,,,0.028591078797406074,0.02951571305759877,0.05895067793279628
010354.OF,南方崇元C,南方基金,20210331,债券型,债券型,中债信用债总指数收益率,0.4,0.15,杜才超,0.44,20220930,,,,,,,,,,0.05400000000000005,0.007305502846299848,0.06170000000000009
010353.OF,南方崇元A,南方基金,20210331,债券型,债券型,中债信用债总指数收益率,0.4,0.15,杜才超,4.73,20220930,,,,,,,,,,0.05709999999999993,0.011446409989594173,0.06919999999999993
010279.OF,南华瑞泰39个月定开C,南华基金,20210325,债券型,债券型,封闭期起始日公布的三年定期存款利率(税后)+1.0%,0.15,0.05,何林泽,0.0,20220930,,,,,,,,,,0.021400000000000086,0.0316299784609358,0.05370685999999991
010278.OF,南华瑞泰39个月定开A,南华基金,20210325,债券型,债券型,封闭期起始日公布的三年定期存款利率(税后)+1.0%,0.15,0.05,何林泽,25.49,20220930,,,,,,,,,,0.023400000000000087,0.03414484072698848,0.058343830000000096
011029.OF,安信永盈一年定开债,安信基金,20210325,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.05,梁冰哲,7.32,20220930,,,,,,,,,,0.045700000000000074,0.023766252271205743,0.07055236999999992
010633.OF,惠升和睿兴利C,惠升基金,20210323,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+中证港股通综合指数收益率*5%,0.7,0.1,孙庆,0.1,20220930,,,,,,,,,,0.02289999999999992,-0.0593410890605141,-0.037799999999999945
010630.OF,惠升和睿兴利A,惠升基金,20210323,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+中证港股通综合指数收益率*5%,0.7,0.1,孙庆,0.39,20220930,,,,,,,,,,0.026100000000000012,-0.055550141311763036,-0.03090000000000004
010980.OF,华夏鼎润C,华夏基金,20210319,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,韩丽楠,0.17,20220930,,,,,,,,,,0.00770000000000004,-0.174655155304158,-0.1683
010946.OF,中银证券汇福一年定开,中银证券,20210319,债券型,债券型,中债综合全价指数收益率,0.3,0.1,余亮 王玉玺,53.44,20220930,,,,,,,,,,0.038999999999999924,0.008565928777670963,0.047900000000000054
010979.OF,华夏鼎润A,华夏基金,20210319,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,韩丽楠,2.55,20220930,,,,,,,,,,0.01089999999999991,-0.17133247601147486,-0.1623
010247.OF,惠升和泰A,惠升基金,20210318,债券型,债券型,中债综合全价指数收益率,0.3,0.1,卓勇,0.54,20220930,,,,,,,,,,0.02289999999999992,0.010655978101476326,0.03380000000000005
010248.OF,惠升和泰C,惠升基金,20210318,债券型,债券型,中债综合全价指数收益率,0.3,0.1,卓勇,0.02,20220930,,,,,,,,,,0.021300000000000097,0.008518554783119484,0.030000000000000027
011038.OF,新华利率债A,新华基金,20210318,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1,赵楠 郑毅,3.64,20220930,,,,,,,,,,0.03249999999999997,0.024594498789346365,0.057893820000000096
011039.OF,新华利率债C,新华基金,20210318,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1,赵楠 郑毅,0.0,20220930,,,,,,,,,,0.029199999999999893,0.019508569762922694,0.04927821999999993
010240.OF,平安季季享3个月持有A,平安基金,20210317,债券型,债券型,中债综合财富(总值)指数收益率*95%+1年期定期存款利率(税后)*5%,0.5,0.05,张恒,0.83,20220930,,,,,,,,,,0.03259999999999996,0.0172380398992834,0.0504
900057.OF,中信证券增益十八个月持有C,中信证券,20210317,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,0.4,0.1,李品科 李天颖 郭羽,0.9,20220930,,,,,,,,,,0.058702469619757024,-0.015736369526983363,0.04204233633869065
011294.OF,招商添逸1年定开,招商基金,20210317,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,黄晓婷,81.12,20220930,,,,,,,,,,0.028799999999999937,0.02669009525660961,0.0562587699999999
900017.OF,中信证券增益十八个月持有A,中信证券,20210317,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,1.0,0.1,李品科 李天颖 郭羽,0.06,20220930,,,,,,,,,,0.053802430419443305,-0.021575374314144788,0.0310662485299883
010241.OF,平安季季享3个月持有C,平安基金,20210317,债券型,债券型,中债综合财富(总值)指数收益率*95%+1年期定期存款利率(税后)*5%,0.5,0.05,张恒,22.45,20220930,,,,,,,,,,0.03049999999999997,0.01465308102862699,0.045600000000000085
011416.OF,恒越嘉鑫A,恒越基金,20210316,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.7,0.1,叶佳 高楠,0.7,20220930,,,,,,,,,,0.028100000000000014,-0.03268164575430402,-0.005499999999999949
010529.OF,广发中债1-5年国开行A,广发基金,20210316,债券型,被动指数型,中债-1-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,洪志 赵子良,42.01,20220930,,,,,,,,,,0.031641599999999936,0.028020128308125714,0.06054833000000004
011101.OF,圆信永丰瑞丰66个月定开债,圆信永丰基金,20210316,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+1.25%,0.15,0.05,林铮,60.12,20220930,,,,,,,,,,0.03042469999999997,0.04297486269496448,0.07470705999999994
011417.OF,恒越嘉鑫C,恒越基金,20210316,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.7,0.1,叶佳 高楠,0.64,20220930,,,,,,,,,,0.026499999999999968,-0.034583536288358474,-0.009000000000000008
010530.OF,广发中债1-5年国开行C,广发基金,20210316,债券型,被动指数型,中债-1-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,洪志 赵子良,0.71,20220930,,,,,,,,,,0.030639450000000013,0.040454409153462934,0.07233336000000001
006920.OF,嘉实稳华纯债C,嘉实基金,20210315,债券型,债券型,中债总全价指数收益率,0.3,0.1,王亚洲,0.32,20220930,,,,,,,,,,0.018998100189980906,0.01844764988715548,0.03779622037796226
011094.OF,诺德安盛,诺德基金,20210312,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,景辉 王宪彪 赵滔滔,36.56,20220930,,,,,,,,,,0.02289999999999992,0.02268061394075678,0.04610000000000003
010509.OF,中银彭博政策性银行债券1-5年,中银基金,20210311,债券型,被动指数型,彭博政策性银行债券1-5年指数(Bloomberg China Policy Bank 1-5 Year Index)收益率,0.15,0.05,田原,3.56,20220930,,,,,,,,,,0.014217670000000071,0.005739379397718416,0.020038650000000047
009831.OF,长城稳利A,长城基金,20210310,债券型,债券型,中债综合全价指数收益率,0.3,0.1,吴冰燕,10.42,20220930,,,,,,,,,,0.0129999999999999,0.027147087857848057,0.04049999999999998
009832.OF,长城稳利C,长城基金,20210310,债券型,债券型,中债综合全价指数收益率,0.3,0.1,吴冰燕,0.0,20220930,,,,,,,,,,0.01309999999999989,0.024380613957161356,0.037800000000000056
011683.OF,华夏鼎华一年定开,华夏基金,20210309,债券型,债券型,中债综合指数收益率,0.3,0.1,孙蕾,10.75,20220930,,,,,,,,,,0.040999999999999925,0.027377521613832827,0.0694999999999999
010467.OF,华安锦溶0-5年金融债3个月定开债,华安基金,20210305,债券型,债券型,中债-金融债券总全价(总值)指数收益率,0.3,0.05,周舒展 林唐宇,20.2,20220930,,,,,,,,,,0.038702940000000075,0.024796637236821358,0.0644592799999999
009466.OF,东方可转债C,东方基金,20210304,债券型,债券型,中证可转换债券指数收益率*70%+中债综合指数收益率*30%,0.7,0.2,徐奥千 杨贵宾,3.49,20220930,,,,,,,,,,0.15460000000000007,-0.09732567988913915,0.04222777
009465.OF,东方可转债A,东方基金,20210304,债券型,债券型,中证可转换债券指数收益率*70%+中债综合指数收益率*30%,0.7,0.2,徐奥千 杨贵宾,0.71,20220930,,,,,,,,,,0.1584000000000001,-0.09379225656077354,0.04975105000000002
010632.OF,工银瑞信瑞达一年定开,工银瑞信基金,20210302,债券型,债券型,中债综合财富(总值)指数收益率,0.3,0.1,陈桂都,21.0,20220930,,,,,,,,,,0.034465109999999965,0.021996449933434768,0.057219670000000056
011622.OF,汇添富短债E,汇添富基金,20210226,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,杨靖,0.24,20220930,,,,,,,,,,0.024227216783216682,0.01917148173588275,0.043863170163170144
011623.OF,汇添富中短债E,汇添富基金,20210226,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,何旻 徐光,5.48,20220930,,,,,,,,,,0.018199704869650724,0.02699889855072479,0.04568997540580434
011166.OF,万家陆家嘴金融城金融债一年定开,万家基金,20210225,债券型,债券型,中债金融债总财富指数收益率,0.3,0.1,段博卿,53.97,20220930,,,,,,,,,,0.04269999999999996,0.026348278507720296,0.07017334999999991
009947.OF,华宝宝泓纯债,华宝基金,20210225,债券型,债券型,中证综合债指数收益率,0.3,0.1,王慧,5.22,20220930,,,,,,,,,,0.028353480000000042,0.018793936497399626,0.04768028999999996
011187.OF,中加穗盈,中加基金,20210223,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,袁素,6.48,20220930,,,,,,,,,,0.026100000000000012,0.02251242568950385,0.04919999999999991
011617.OF,汇添富AAA级信用纯债E,汇添富基金,20210222,债券型,债券型,中债高信用等级债券财富指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1,杨靖,5.14,20220930,,,,,,,,,,0.03847945588372321,0.021100645971649085,0.06039204323115643
011597.OF,汇添富多策略E,汇添富基金,20210222,债券型,债券型,中债综合指数收益率*90%+银行活期存款利率(税后)*10%,0.4,0.1,刘通,0.19,20220930,,,,,,,,,,0.02137299320397895,0.021407907425265188,0.043238451689155744
010475.OF,上投摩根安享回报一年持有A,上投摩根基金,20210208,债券型,债券型,中证政策性金融债1-3年指数收益率*90%+中证800指数收益率*10%,0.6,0.16,唐瑭 陈圆明,1.26,20220930,,,,,,,,,,0.029300000000000104,0.002817448751578648,0.032200000000000006
010816.OF,银华远兴一年持有,银华基金,20210208,债券型,债券型,中债综合指数(全价)收益率*90%+中证800指数收益率*5%+恒生指数收益率(使用估值汇率调整)*5%,0.7,0.16,孙慧 王智伟 贾鹏,1.28,20220930,,,,,,,,,,0.03180000000000005,-0.020255863539445765,0.01089999999999991
010719.OF,东吴瑞盈63个月定开债,东吴基金,20210208,债券型,债券型,该封闭期起始日公布的三年定期存款利率(税后)+1.25%,0.15,0.05,王明欣,48.11,20220930,,,,,,,,,,0.031239639999999902,0.037504386468309246,0.06991565
010294.OF,红塔红土盛兴39个月定开债A,红塔红土基金,20210205,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.3,0.1,吴秋松 陈纪靖,21.55,20220930,,,,,,,,,,0.026557839999999944,0.03542523234735613,0.06292388999999998
010620.OF,华安添利6个月持有C,华安基金,20210205,债券型,债券型,中债综合全价指数收益率*90%+中证800指数收益率*10%,0.7,0.1,周益鸣 陆奔,5.09,20220930,,,,,,,,,,0.0242,-0.03495411052528808,-0.011600000000000055
010619.OF,华安添利6个月持有A,华安基金,20210205,债券型,债券型,中债综合全价指数收益率*90%+中证800指数收益率*10%,0.7,0.1,周益鸣 陆奔,20.35,20220930,,,,,,,,,,0.027900000000000036,-0.031034147290592506,-0.0040000000000000036
010295.OF,红塔红土盛兴39个月定开债C,红塔红土基金,20210205,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.3,0.1,吴秋松 陈纪靖,0.0,20220930,,,,,,,,,,0.022833040000000082,0.03133954296196755,0.054888159999999964
010270.OF,汇安嘉盈一年持有C,汇安基金,20210202,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.8,0.16,仇秉则 杨坤河,0.18,20220930,,,,,,,,,,0.02970000000000006,-0.04098281052733807,-0.012499999999999956
881011.OF,招商资管睿丰三个月持有C,招商资管,20210202,债券型,债券型,中债-综合全价(1-3年)指数收益率,0.3,0.1,郑少亮,5.34,20220930,,,,,,,,,,0.025800000000000045,0.01657243127315257,0.04279999999999995
007315.OF,汇安嘉盈一年持有A,汇安基金,20210202,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.8,0.16,仇秉则 杨坤河,0.19,20220930,,,,,,,,,,0.033500000000000085,-0.0370585389453315,-0.0048000000000000265
880009.OF,招商资管睿丰三个月持有D,招商资管,20210202,债券型,债券型,中债-综合全价(1-3年)指数收益率,1.2,0.1,郑少亮,0.15,20220930,,,,,,,,,,0.020062458597520684,0.010483347249280885,0.0307561275669537
881010.OF,招商资管睿丰三个月持有A,招商资管,20210202,债券型,债券型,中债-综合全价(1-3年)指数收益率,0.3,0.1,郑少亮,5.04,20220930,,,,,,,,,,0.028699999999999948,0.01953922426363372,0.048799999999999955
009944.OF,浦银安盛稳健丰利C,浦银安盛基金,20210202,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,0.6,0.15,李羿,0.77,20220930,,,,,,,,,,0.022599999999999953,-0.012517113240758776,0.009800000000000031
009943.OF,浦银安盛稳健丰利A,浦银安盛基金,20210202,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,0.6,0.15,李羿,12.19,20220930,,,,,,,,,,0.025900000000000034,-0.009065211034213944,0.016599999999999948
010473.OF,华富安华A,华富基金,20210128,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,尹培俊,46.84,20220930,,,,,,,,,,0.08850000000000002,-0.033348644924207624,0.052200000000000024
952320.OF,国泰君安君得盈C,国泰君安资管,20210128,债券型,债券型,中债综合财富指数收益率*70%+一年定期存款利率(税后)*20%+沪深300指数收益率*10%,0.6,0.1,杨坤,0.68,20220930,,,,,,,,,,0.06478338989818323,-0.06459173150839033,-0.003992812936713918
010474.OF,华富安华C,华富基金,20210128,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,尹培俊,2.87,20220930,,,,,,,,,,0.08450000000000002,-0.03725218994928538,0.04410000000000003
952020.OF,国泰君安君得盈A,国泰君安资管,20210128,债券型,债券型,中债综合财富指数收益率*70%+一年定期存款利率(税后)*20%+沪深300指数收益率*10%,0.6,0.1,杨坤,1.29,20220930,,,,,,,,,,0.06817728089439012,-0.060835435940566444,0.003194250349371002
008584.OF,西部利得中债1-3年C,西部利得基金,20210127,债券型,被动指数型,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,刘心峰 李烨,0.03,20220930,,,,,,,,,,0.01859999999999995,0.021303750245434964,0.0403
010838.OF,格林泓景C,格林基金,20210127,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.28,0.1,柳杨,0.0,20220930,,,,,,,,,,-0.00034325000000001715,-0.008148667029958033,-0.008489120000000017
010837.OF,格林泓景A,格林基金,20210127,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.28,0.1,柳杨,21.63,20220930,,,,,,,,,,0.015938549999999996,-0.006390711327963715,0.009445979999999965
008583.OF,西部利得中债1-3年A,西部利得基金,20210127,债券型,被动指数型,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,刘心峰 李烨,4.62,20220930,,,,,,,,,,0.031030700000000078,0.02237488175667316,0.05409989000000004
008659.OF,中邮淳享66个月定开债,中邮基金,20210121,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.15,0.05,郭志红,80.92,20220930,,,,,,,,,,0.03472114000000004,0.04185545102519116,0.07802986
530014.OF,建信利率债,建信基金,20210121,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.05,闫晗,1.7,20220930,0.012190309999999954,0.041482396724386826,0.04880317267744407,0.04185659080771684,0.02543630048965215,0.038094583234999965,0.03918677792647975,0.026517525321307026,0.01970152705924416,-0.9999215821109781,0.02238591791830105,-0.99989313
011168.OF,嘉实睿享安久双利18个月持有,嘉实基金,20210120,债券型,债券型,中债新综合财富指数收益率*85%+中证800指数收益率*10%+恒生指数收益率*5%(人民币计价),0.7,0.15,余红 吴昊,1.55,20220930,,,,,,,,,,0.05820000000000003,-0.04649404649404662,0.008999999999999897
010976.OF,华商鸿盈87个月定开债,华商基金,20210120,债券型,债券型,该封闭期起始日中国人民银行公布的三年定期存款基准利率(税后)+0.5%,0.15,0.05,胡中原,62.45,20220930,,,,,,,,,,0.03688066999999995,0.04509111930884001,0.08363477999999991
010899.OF,上银慧恒收益增强A,上银基金,20210120,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.6,0.1,陈芳菲 高永,1.61,20220930,,,,,,,,,,0.008099999999999996,-0.17220513837912904,-0.16549999999999998
970018.OF,方正证券金港湾A,方正证券,20210118,债券型,债券型,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,0.5,0.2,傅岳鹏 宫健 李理,0.04,20220930,0.013604081224367365,0.10188214743906031,0.15108667496410655,0.11157970216203998,-0.027481772011229994,0.03636956119775561,0.04216816310966199,0.04617810951703964,0.023659438894817114,0.026453995492166864,-0.03553155048445398,0.5931218065419626
