ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
001125.OF,博时互联网主题,博时基金,20150428,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,6.46,20210930,,,,-0.09999999999999998,-0.28555555555555556,0.23794712286158634,-0.33040201005025127,0.6135084427767353,0.5744186046511629,0.12924667651403235,0.5289999999999999
001158.OF,工银瑞信新材料新能源行业,工银瑞信基金,20150428,股票型,股票型,中证全指一级行业能源指数收益率*40%+中证全指一级行业材料指数收益率*40%+中债综合指数收益率*20%,1.5,0.25,25.62,20210930,,,,-0.09199999999999997,-0.24008810572687234,0.06956521739130442,-0.2831978319783197,0.4272211720226842,0.8357615894039734,0.3290043290043292,0.8420000000000001
001171.OF,工银瑞信养老产业A,工银瑞信基金,20150428,股票型,股票型,中证养老产业指数收益率*80%+中债综合财富指数收益率*20%,1.5,0.25,35.58,20210930,,,,-0.17100000000000004,-0.21109770808202646,0.19724770642201836,-0.20561941251596427,0.5434083601286173,0.8885416666666667,0.163265306122449,1.109
001201.OF,申万菱信安鑫回报A,申万菱信基金,20150428,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,0.6,0.1,0.96,20210930,,,,0.030000000000000027,0.03300970873786411,0.0864661654135337,-0.026643598615916905,0.09270172582510448,0.20736932647589995,0.053938965043603515,0.5630115099999999
001228.OF,国联安鑫享A,国联安基金,20150428,混合型,灵活配置型,沪深300指数*50%+上证国债指数*50%,0.6,0.2,0.72,20210930,,,,0.026999999999999913,0.003894839337877316,0.11309408341416105,-0.2778455638835628,0.2820463832870426,0.23192905889376675,0.06046717031948064,0.38697760999999997
001229.OF,德邦福鑫A,德邦基金,20150427,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*40%+恒生指数收益率10%,0.6,0.25,0.32,20210930,,,,0.02499999999999991,0.03756097560975608,0.08811359789354911,-0.1814488243430153,0.09271383315733896,0.539814456899884,0.35276766662482745,1.1555
001072.OF,华安智能装备主题A,华安基金,20150424,股票型,股票型,中证800指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,9.2,20210930,,,,0.10099999999999998,-0.15531335149863754,0.15376344086021496,-0.259645852749301,0.7090977341389729,0.5688854542751057,0.27035027308788884,1.7059567800000002
001231.OF,银华泰利A,银华基金,20150424,混合型,灵活配置型,一年期人民币定期存款基准利率(税后)+1.00%,0.6,0.25,3.1,20210930,,,,0.05899999999999994,0.016997167138810214,0.08170844939647176,-0.0068669527896995765,0.3284356093344856,0.0982433311646064,0.037914691943128,0.752
001039.OF,嘉实先进制造,嘉实基金,20150424,股票型,普通股票型,中证装备产业指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,11.41,20210930,,,,-0.126,-0.08695652173913039,0.14786967418546365,-0.314410480349345,0.6640127388535031,0.7808612440191388,0.2493283181085439,1.3250000000000002
001113.OF,南方大数据100A,南方基金,20150424,股票型,被动指数型,大数据100指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,22.28,20210930,,,,-0.03190000000000004,-0.07922735254622455,-0.0455412226584408,-0.32859325420143376,0.16660833041652073,0.505850585058506,0.16577007371986438,0.1701999999999999
001076.OF,易方达改革红利,易方达基金,20150423,混合型,混合型,沪深300指数收益率*70%+一年期人民币定期存款利率(税后)*30%,1.5,0.25,10.47,20210930,,,,-0.09999999999999998,-0.22777777777777786,0.42877697841726625,-0.24269889224572003,0.5617529880478087,0.7933673469387756,-0.12565196775723086,0.8440000000000001
001192.OF,上投摩根整合驱动,上投摩根基金,20150423,混合型,灵活配置型,中证800指数收益率*60%+中债总指数收益率*40%,1.5,0.25,5.46,20210930,,,,-0.139,-0.2671312427409988,0.231378763866878,-0.4144144144144144,0.43956043956043955,0.4974045801526717,-0.1175570962479608,-0.13449999999999995
001095.OF,国投瑞银添利宝B,国投瑞银基金,20150423,货币市场型,货币型,七天通知存款利率(税后),0.33,0.05,16.88,20210930,,,,0.01870514000000003,0.02790249001786718,0.040411989504513045,0.03635710073469374,0.025680204896602957,0.019814627358438492,0.021748680235823943,0.20586532999999999
001094.OF,国投瑞银添利宝A,国投瑞银基金,20150423,货币市场型,货币型,七天通知存款利率(税后),0.33,0.05,329.34,20210930,,,,0.01923786,0.027902495694184636,0.040440516667692494,0.03648040851687227,0.025682467750462533,0.019817814377174347,0.021751608481987338,0.20666658999999998
519655.OF,银河现代服务主题,银河基金,20150422,混合型,灵活配置型,中证服务业指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,5.46,20210930,,,,-0.05700000000000005,-0.08271474019088013,0.12947976878612716,-0.1995905834186284,0.4271099744245525,0.9103942652329748,0.007504690431519706,1.1480000000000001
001166.OF,建信环保产业,建信基金,20150422,股票型,股票型,中证环保产业指数收益率*80%+中债综合指数收益率(全价)*20%,1.5,0.25,11.97,20210930,,,,-0.12,-0.11704545454545452,0.045045045045045085,-0.3025830258302583,0.23809523809523814,0.8447293447293447,0.3158301158301159,0.704
519652.OF,银河鑫利A,银河基金,20150422,混合型,灵活配置型,中国人民银行公布的3年期定期存款利率(税后)+1%,0.6,0.25,4.35,20210930,,,,0.020999999999999908,0.01841332027424109,0.076360838622812,-0.023945675482487435,0.10578051995606008,0.30572160391718006,0.07325049235776451,0.6927869900000001
519653.OF,银河鑫利C,银河基金,20150422,混合型,灵活配置型,中国人民银行公布的3年期定期存款利率(税后)+1%,0.6,0.25,0.03,20210930,,,,0.020000000000000018,0.011666666666666688,0.07045256323287138,-0.03014665942422606,0.1018020535797629,0.29854576466949667,0.06455862943218914,0.63170456
000953.OF,国泰睿吉A,国泰基金,20150422,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,0.9,0.25,2.37,20210930,,,,0.03200000000000003,0.018410852713178202,0.19980970504281634,-0.27874702616970654,0.18731881253435967,0.2036978998310587,0.08010417553719726,0.40395504000000004
000954.OF,国泰睿吉C,国泰基金,20150422,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,0.9,0.25,8.14,20210930,,,,-0.0020000000000000018,0.014028056112224461,0.19762845849802366,-0.28341584158415833,0.18434933793897523,0.20376742380037316,0.07816781705322749,0.3349917899999999
001198.OF,东方惠新A,东方基金,20150421,混合型,灵活配置型,中债总指数收益率*55%+沪深300指数收益率*45%,0.7,0.25,0.01,20210930,,,,0.045299999999999896,0.016071941069549556,0.09134570110179864,-0.08094580600621341,0.03044254039834643,0.22341117872904506,-0.041447456036336816,0.28622520000000007
001059.OF,中金绝对收益策略,中金基金,20150421,混合型,混合型,一年期银行定期存款收益率,1.0,0.25,1.91,20210930,,,,0.04499999999999993,-0.022009569377990347,-0.010752688172042913,0.0039525691699604775,0.029527559055118138,0.06596558317399613,0.008251121076233272,0.12420000000000009
001197.OF,长盛转型升级主题,长盛基金,20150421,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,6.02,20210930,,,,-0.10499999999999998,-0.1318435754189944,0.148005148005148,-0.15919282511210764,0.2186666666666667,0.6455142231947483,0.0764627659574468,0.619
001170.OF,泰达宏利复兴伟业,泰达宏利基金,20150421,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,3.05,20210930,,,,-0.03300000000000003,-0.22233712512926573,0.3936170212765958,-0.3167938931297711,0.520949720670391,0.7190082644628101,-0.15331196581196588,0.585
001144.OF,大成互联网思维,大成基金,20150421,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,1.5,0.25,3.34,20210930,,,,-0.14500000000000002,-0.1473684210526316,0.2839506172839507,-0.2083333333333334,0.40215924426450733,0.6025024061597691,0.029429429429429388,0.714
001196.OF,东方鼎新A,东方基金,20150421,混合型,灵活配置型,年化收益率8%,0.7,0.25,2.01,20210930,,,,0.03750000000000009,0.021301204819277116,0.15027373985274686,-0.21022400919012052,0.3804280074797423,0.1820439494280554,0.054879989813459006,0.6569
001240.OF,民生加银现金增利D,民生加银基金,20150420,货币市场型,货币型,七天通知存款利率(税后),0.33,0.1,0.41,20210930,,,,0.021885779999999976,0.025749276988667073,0.03786315465816837,0.03774267040120547,0.024691305496690553,0.018664197235038243,0.02086286748690326,0.20214498000000003
001217.OF,易方达新收益C,易方达基金,20150417,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.2,28.16,20210930,,,,0.08000000000000007,0.024074074074074095,0.11844484629294755,0.02667744543249791,0.57919621749409,0.8283433133732535,0.1273715966157204,3.1306895299999997
001216.OF,易方达新收益A,易方达基金,20150417,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.2,70.95,20210930,,,,0.09200000000000008,0.02380952380952383,0.12075134168157403,0.028731045490822057,0.5888285492629947,0.8315429687499999,0.12981221540922436,3.2379256200000004
001202.OF,东方红领先精选,东证资管,20150417,混合型,灵活配置型,中债综合指数收益率*75%+沪深300指数收益率*20%+银行活期存款利率(税后)*5%,0.7,0.2,12.94,20210930,,,,0.06099999999999994,0.0018850141376060337,0.13085606773283162,-0.017635804009649685,0.19152161910407314,0.16547902436661402,0.07065217252113096,0.75577117
001203.OF,东方红稳健精选A,东证资管,20150417,混合型,混合型,同期中国人民银行公布的三年期银行定期存款收益率(税后)+1.5%,0.6,0.1,14.82,20210930,,,,0.07699999999999996,0.00928505106778088,0.12143514259429634,0.011484823625922897,0.18019487824675331,0.13435591327920748,0.056649962749043055,0.74278942
001204.OF,东方红稳健精选C,东证资管,20150417,混合型,混合型,同期中国人民银行公布的三年期银行定期存款收益率(税后)+1.5%,0.6,0.1,6.89,20210930,,,,0.09800000000000009,0.013661202185792259,0.11500449236298303,0.005636070853462252,0.1753313050440352,0.12874419750341418,0.05132931773190976,0.74203569
001140.OF,工银瑞信总回报A,工银瑞信基金,20150417,混合型,灵活配置型,沪深300指数收益率*55%+中债综合指数收益率*45%,1.5,0.25,5.99,20210930,,,,0.006999999999999895,-0.056603773584905606,0.04210526315789478,-0.1656565656565657,0.33050847457627125,0.9190172884440401,0.12944523470839267,1.3820000000000001
001183.OF,南方利淘A,南方基金,20150417,混合型,灵活配置型,人民币三年期定期存款利率(税后)+2%,0.6,0.1,14.85,20210930,,,,0.02400000000000002,0.04199218749999993,0.05716963448922207,0.015084294587400092,0.11013986013986024,0.1905511811023622,0.0555555555555556,0.5960000000000001
001150.OF,融通互联网传媒,融通基金,20150416,混合型,灵活配置型,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,1.5,0.25,11.82,20210930,,,,-0.17300000000000004,-0.28657799274486095,0.0677966101694916,-0.24603174603174607,0.3073684210526316,0.573268921095008,0.07881269191402258,0.05400000000000005
164401.OF,前海开源中证健康,前海开源基金,20150416,股票型,被动指数型,中证健康产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.2,3.52,20210930,,,,0.18999999999999995,-0.11781512605042008,0.02190893503524472,-0.2683631618195376,0.4486685182825837,0.6936779549841138,0.044089880944431295,1.0107222
000990.OF,嘉实全球互联网美元现钞,嘉实基金,20150415,股票型,股票型,中证海外中国互联网指数*45%+道琼斯互联网指数*40%+中证全指互联网软件与服务指数*15%,1.8,0.35,0.88,20210930,,,,-0.015000000000000013,-0.0741116751269035,0.4703947368421052,-0.172876304023845,0.2999096657633244,0.45309242529534405,0.08464849354375877,1.2679999999999998
001068.OF,华融新锐,华融基金,20150415,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,0.25,20210930,,,,-0.0050000000000000044,-0.10251256281407033,0.10078387458006716,-0.1576805696846389,0.24999999999999997,0.16328502415458943,-0.019102990033222515,0.18100000000000005
001105.OF,信达澳银转型创新,信达澳银基金,20150415,股票型,股票型,沪深300指数收益率*85%+上证国债指数收益率*15%,1.5,0.25,2.59,20210930,,,,-0.20399999999999996,-0.18592964824120606,0.2021604938271605,-0.25288831835686787,0.28350515463917536,0.6492637215528781,-0.024350649350649373,0.20199999999999996
000979.OF,景顺长城沪港深精选,景顺长城基金,20150415,股票型,股票型,沪深300指数*45%+恒生指数*45%+中证全债指数*10%,1.5,0.25,21.03,20210930,,,,-0.118,-0.014739229024943323,0.30609896432681244,-0.12422907488986785,0.21233569261880694,0.23686405337781485,0.08428860418071477,0.6080000000000001
000989.OF,嘉实全球互联网美元现汇,嘉实基金,20150415,股票型,股票型,中证海外中国互联网指数*45%+道琼斯互联网指数*40%+中证全指互联网软件与服务指数*15%,1.8,0.35,0.88,20210930,,,,-0.015000000000000013,-0.0741116751269035,0.4703947368421052,-0.172876304023845,0.2999096657633244,0.45309242529534405,0.08464849354375877,1.2679999999999998
000988.OF,嘉实全球互联网人民币,嘉实基金,20150415,股票型,股票型,中证海外中国互联网指数*45%+道琼斯互联网指数*40%+中证全指互联网软件与服务指数*15%,1.8,0.35,8.51,20210930,,,,0.04499999999999993,-0.010526315789473589,0.3868471953578336,-0.12970711297071127,0.32289156626506016,0.358227079538555,0.059901654000894006,1.371
001121.OF,东方睿鑫热点挖掘C,东方基金,20150415,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,1.11,20210930,,,,-0.1926,-0.22417636859053758,0.1099760574620911,-0.2871315600287563,0.2742488404920347,0.4847285962968824,0.4835855894265614,0.3918999999999999
001133.OF,广发中证全指可选消费ETF联接A,广发基金,20150415,股票型,被动指数型,中证全指可选消费指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,1.78,20210930,,,,-0.05159999999999998,-0.15352172079291446,0.046207497820401074,-0.31619047619047613,0.29491643454038996,0.3660930357623017,0.003936620411376836,0.020100000000000007
001120.OF,东方睿鑫热点挖掘A,东方基金,20150415,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,0.57,20210930,,,,-0.18389999999999995,-0.21762038965813024,0.12012529365700861,-0.2810009786103733,0.3030715396578539,0.49679248097866635,0.4955646366988935,0.5005
001185.OF,安信动态策略A,安信基金,20150415,混合型,灵活配置型,中国人民银行公布的金融机构1年期人民币定期存款基准利率+3.00%,1.0,0.2,3.43,20210930,,,,0.04200000000000004,0.03646833013435704,0.16969416126042636,-0.03597464342313796,0.09503452811575153,0.12965465465465453,0.09363992822489535,0.6456
001126.OF,上投摩根卓越制造,上投摩根基金,20150414,股票型,股票型,申万制造业指数收益率*85%+上证国债指数收益率*15%,1.5,0.25,24.16,20210930,,,,-0.16300000000000003,-0.1792114695340501,0.05385735080058213,-0.2679558011049723,0.7283018867924528,1.0229683733624453,0.0936115630548807,1.0265049099999999
001172.OF,鹏华弘泽A,鹏华基金,20150414,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,5.41,20210930,,,,0.03699999999999992,0.04599807135969149,0.04379494744606315,-0.009896615710877332,0.10386710726087352,0.14247572815533974,0.07711918419375399,0.5209999999999999
001190.OF,鹏华弘润A,鹏华基金,20150414,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,3.67,20210930,,,,0.03499999999999992,0.030241545893719912,0.050740949165259834,0.020801714132666613,0.09961518278817572,0.11580370635488742,0.12217549362035783,0.5743
001191.OF,鹏华弘润C,鹏华基金,20150414,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,0.84,20210930,,,,0.028000000000000025,0.02694552529182885,0.04689720511605862,0.019370021723388926,0.09643047416089487,0.11240686750890837,0.11844787419918468,0.5363
001128.OF,宝盈新兴产业A,宝盈基金,20150413,混合型,灵活配置型,中证新兴产业指数收益率*65%+中证综合债券指数收益率*35%,1.5,0.25,30.06,20210930,,,,-0.19899999999999995,-0.20724094881398256,-0.007874015748031503,-0.30427892234548337,0.44874715261959,0.44025157232704404,0.3709606986899563,0.2558
001174.OF,中欧瑾和C,中欧基金,20150413,混合型,灵活配置型,中证800行业中性低波动指数收益率*80%+中证短债指数收益率*20%,1.5,0.25,0.65,20210930,,,,0.03699999999999992,0.06268081002892978,-0.012704174228675147,-0.09007352941176477,0.18402426693629934,0.20666097352690008,0.006369426751592283,0.42199999999999993
001173.OF,中欧瑾和A,中欧基金,20150413,混合型,灵活配置型,中证800行业中性低波动指数收益率*80%+中证短债指数收益率*20%,1.5,0.25,4.4,20210930,,,,0.040999999999999925,0.07300672430355434,-0.008064516129032364,-0.08589511754068734,0.1800197823936698,0.2187761944677283,0.014442916093535166,0.4750000000000001
000972.OF,新华万银多元策略,新华基金,20150410,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,0.11,20210930,,,,0.06299999999999994,-0.06114769520225771,0.07815631262525057,-0.1421933085501859,0.33911159263271934,0.24110032362459552,-0.1635593220338984,0.2830999999999999
000462.OF,农银汇理主题轮动,农银汇理基金,20150410,混合型,灵活配置型,沪深300指数*65%+中证全债指数*35%,1.5,0.25,5.64,20210930,,,,0.2983,-0.2458599707309559,0.46660539215686275,-0.43343545467205125,0.5426499508357917,0.9394470560114732,0.47218798783994737,2.5836
001194.OF,景顺长城稳健回报A,景顺长城基金,20150410,混合型,灵活配置型,1年期银行定期存款利率(税后)+3%(单利年化),0.6,0.15,3.23,20210930,,,,0.050000000000000044,0.019047619047619063,0.036448598130841045,0.045085662759242605,0.07944732297063911,0.12479999999999994,0.0699799288762447,0.50439178
001127.OF,中银宏观策略,中银基金,20150410,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,5.39,20210930,,,,-0.19499999999999995,-0.21366459627329196,0.09320695102685615,-0.15173410404624277,0.21160409556313994,0.6338028169014084,0.07241379310344835,0.244
001104.OF,华安新丝路主题A,华安基金,20150409,股票型,股票型,中证800指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,19.91,20210930,,,,-0.11499999999999999,0.0022598870056497193,0.1499436302142052,-0.15294117647058825,0.6631944444444445,0.8969313430758523,-0.06761429368431594,1.54158119
001143.OF,华商量化进取,华商基金,20150409,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,7.53,20210930,,,,-0.22999999999999998,-0.10259740259740269,0.13748191027496395,-0.23057324840764337,0.4735099337748345,0.7033707865168539,0.12335092348284964,0.7030000000000001
001189.OF,广发聚宝A,广发基金,20150409,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*30%,1.2,0.2,5.04,20210930,,,,0.010000000000000009,0.027722772277227747,0.11560693641618486,0.004317789291882656,0.07016337059329311,0.1746745942471477,0.05041039671682634,0.5357000000000001
001118.OF,华宝事件驱动,华宝基金,20150408,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,7.73,20210930,,,,-0.04700000000000004,-0.22665267576075548,0.07191316146540033,-0.30886075949367087,0.3516483516483515,0.505420054200542,0.00900090009000901,0.121
001157.OF,国联安睿祺,国联安基金,20150408,混合型,灵活配置型,沪深300指数*50%+上证国债指数*50%,0.8,0.25,5.82,20210930,,,,0.04200000000000004,0.0028790786948175544,0.08679425837320576,-0.0028173974291247315,0.1532621170654189,0.2412156472479522,0.059948192919699,0.7185999999999999
000977.OF,长城环保主题,长城基金,20150408,混合型,灵活配置型,中证环保产业指数收益率*50%+中债综合财富指数收益率*50%,1.5,0.25,11.24,20210930,,,,-0.020000000000000018,-0.06122448979591831,0.14347826086956522,-0.2582699619771863,0.5485648385443361,1.0612329333884984,0.2118827780008029,2.0188
001112.OF,东方红中国优势,东证资管,20150407,混合型,灵活配置型,中证800指数收益率*70%+中国债券总指数收益率*30%,1.5,0.25,42.81,20210930,,,,0.06600000000000006,-0.02532833020637911,0.5880654475457171,-0.20290732889158083,0.4893617021276595,0.388265306122449,-0.061374494671076904,1.5539999999999998
001164.OF,中欧琪和A,中欧基金,20150407,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.1,20.98,20210930,,,,0.06099999999999994,0.03958529688972671,0.06391659111514053,0.057780807908641624,0.058551487063754334,0.09525574482978708,0.06184432870229963,0.52740835
001165.OF,中欧琪和C,中欧基金,20150407,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.1,9.05,20210930,,,,0.04499999999999993,0.028708133971291894,0.050139534883720985,0.018070688280627134,0.0530429715379928,0.08973043872613776,0.05666352680168616,0.3931058700000001
001149.OF,汇丰晋信恒生A股C,汇丰晋信基金,20150401,股票型,被动指数型,恒生A股行业龙头指数*95%+银行活期存款收益率(税后)*5%,0.75,0.15,0.09,20210930,,,,-0.061679530312025804,-0.0091394825646795,0.41865909897126646,-0.19957993699054857,0.3962386282715972,0.3474597577827962,-0.09323378471555813,0.801625146777492
000861.OF,长城货币E,长城基金,20150401,货币市场型,货币型,银行活期存款利率(税后),0.33,0.1,20.45,20210930,,,,0.02873091000000004,0.027480062789208774,0.03744411622141786,0.036458646115620504,0.02730728917302844,0.022169509500275127,0.023455613379449944,0.22071085000000001
001006.OF,中信建投凤凰A,中信建投基金,20150331,货币市场型,货币型,七天通知存款利率(税后),0.15,0.08,0.29,20210930,,,,0.023065699999999925,0.025002284799500216,0.03758006466450944,0.03526787026781603,0.024422535408760722,0.019192141476598496,0.021221649210919586,0.19991869999999998
001146.OF,中欧瑾源A,中欧基金,20150331,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.15,1.94,20210930,,,,0.04499999999999993,0.06889952153110054,0.05094001790510291,0.02470608280797422,0.10136371195742569,0.15922989807474525,0.07822065911163206,0.6555
001147.OF,中欧瑾源C,中欧基金,20150331,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.15,6.78,20210930,,,,0.020000000000000018,0.023529411764705903,0.04731800766283514,0.0246044086709962,0.10107142857142853,0.15901719104768078,0.07808017910865453,0.5408999999999999
001040.OF,新华策略精选,新华基金,20150331,股票型,股票型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,6.01,20210930,,,,0.07299999999999995,-0.08667287977632802,0.1142857142857144,-0.23717948717948728,0.6014405762304924,0.7008995502248876,0.010753635962979275,1.2934
001148.OF,申万菱信多策略A,申万菱信基金,20150331,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,0.6,0.1,1.08,20210930,,,,0.043099999999999916,0.02559677883232688,0.05558154767474513,0.010194131725910684,0.05646170586170594,0.353327085643934,0.05193905812924181,0.7139555500000001
001037.OF,国投瑞银锐意改革,国投瑞银基金,20150331,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,4.13,20210930,,,,0.0009999999999998899,-0.10689310689310678,0.024608501118568254,-0.3831877729257643,0.6194690265486728,0.7162688196721311,0.12430775855696159,0.76559713
001141.OF,泰达宏利创盈A,泰达宏利基金,20150330,混合型,灵活配置型,中债总财富总指数+2%,0.7,0.2,2.11,20210930,,,,0.04499999999999993,0.03540669856459344,0.1332099907493063,-0.053061224489796055,0.34741379310344833,0.1420345489443378,0.09803921568627454,0.96
001093.OF,广发纳斯达克生物科技美元,广发基金,20150330,股票型,被动指数型,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,0.8,0.25,0.16,20210930,,,,-0.04419889502762422,-0.224791265253693,0.2021541010770506,-0.10199862164024816,0.25039123630672927,0.18335419274092613,-0.022210470650449402,0.1350521792510744
320022.OF,诺安研究精选,诺安基金,20150330,股票型,股票型,沪深300指数*90%+中证全债指数*10%,1.5,0.25,9.2,20210930,,,,0.018000000000000016,-0.07563850687622796,0.05738575982996817,-0.19095477386934667,0.7282878411910669,0.6324479540559943,0.1459982409850483,1.6059999999999999
164402.OF,前海开源中航军工,前海开源基金,20150330,股票型,被动指数型,中证中航军工主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.2,21.29,20210930,,,,0.21999999999999997,-0.23909836065573767,-0.17795971130022623,-0.28030402306381863,0.2513091951930079,0.71093485903424,0.19490780880917405,0.4049570199999999
001092.OF,广发纳斯达克生物科技人民币,广发基金,20150330,股票型,被动指数型,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,0.8,0.25,1.03,20210930,,,,0.010999999999999899,-0.17210682492581597,0.13261648745519714,-0.05696202531645563,0.27137970353477764,0.10672645739910314,-0.044570502431118264,0.17900000000000005
001142.OF,泰达宏利创盈B,泰达宏利基金,20150330,混合型,灵活配置型,中债总财富总指数+2%,0.7,0.2,0.82,20210930,,,,0.03400000000000003,0.03288201160541589,0.12546816479400738,-0.05657237936772052,0.3465608465608466,0.13752455795677812,0.09556706966033386,0.903
000993.OF,华宝稳健回报,华宝基金,20150327,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,2.07,20210930,,,,0.06299999999999994,-0.15710253998118526,0.08928571428571425,-0.31659836065573765,0.28742514970059874,0.9709302325581396,0.02713864306784663,0.7410000000000001
001060.OF,前海开源高端装备制造,前海开源基金,20150327,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,1.17,20210930,,,,-0.018000000000000016,0.02647657841140532,0.28472222222222215,-0.1890432098765433,0.585551330798479,0.1396882494004797,0.16780641767490803,1.2200000000000002
001056.OF,北信瑞丰健康生活主题,北信瑞丰基金,20150327,混合型,灵活配置型,中证800指数收益率*60%+中证综合债券指数收益率*40%,1.5,0.25,2.03,20210930,,,,-0.0030000000000000027,-0.03410230692076232,-0.04776739356178601,-0.23446019629225745,0.34472934472934474,0.44491525423728834,0.43988269794721396,0.964
001103.OF,前海开源工业革命4.0,前海开源基金,20150327,混合型,灵活配置型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,5.48,20210930,,,,-0.02300000000000002,0.012282497441146378,0.2719919110212336,-0.09713831478537367,0.7000002374879056,0.26182237524535695,0.026051189982721934,1.50229496
001097.OF,华泰柏瑞积极优选,华泰柏瑞基金,20150326,股票型,股票型,沪深300指数收益率*80%+中债国债总指数收益率*20%,1.5,0.25,1.61,20210930,,,,-0.257,-0.2059219380888291,0.1508474576271188,-0.2886597938144331,0.36024844720496907,0.406392694063927,0.26515151515151514,0.16900000000000004
001043.OF,工银瑞信美丽城镇主题A,工银瑞信基金,20150326,股票型,股票型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,12.92,20210930,,,,-0.008000000000000007,-0.10584677419354838,0.253664036076663,-0.19784172661870508,0.5274356103023518,0.8240469208211142,0.15313504823151133,1.8690000000000002
164905.OF,交银国证新能源A,交银施罗德基金,20150326,股票型,被动指数型,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.22,5.96,20210930,,,,0.01760000000000006,-0.1790487421383648,0.026095283696432763,-0.33364442370508623,0.21770971638655454,0.7100302622741448,0.39196468165257997,0.65563265
160224.OF,国泰中证计算机主题ETF联接A,国泰基金,20150326,股票型,被动指数型,中证计算机主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,1.93,20210930,,,,-0.09370652000000002,-0.24123546602144813,0.20476795804226008,-0.39675508766549406,0.5851192017723079,0.32390924525026565,0.0021242733166323318,0.05102895000000007
001047.OF,光大国企改革主题,光大保德信基金,20150325,股票型,股票型,中证国有企业改革指数*80%+中证全债指数*20%,1.5,0.25,3.58,20210930,,,,0.02400000000000002,-0.07421875000000007,0.30801687763713087,-0.2580645161290322,0.4554347826086956,0.5556385362210606,-0.06385021603456563,0.95
001116.OF,广发聚安C,广发基金,20150325,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.8,0.2,3.17,20210930,,,,0.11699999999999999,0.025425246195165604,0.1192596472847914,0.02160686427457103,0.06897030617698707,0.16206477972146321,0.04297774373921609,0.6968476400000001
