ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
001958.OF,嘉合磐通C,嘉合基金,20180124,债券型,债券型,中债综合全价指数收益率*80%+沪深300指数收益率*20%,0.4,0.1,0.57,20210930,,,,,,,0.018899999999999917,0.1078055964653904,0.03333486661348918,0.05415096904462911,0.2290469799999999
001957.OF,嘉合磐通A,嘉合基金,20180124,债券型,债券型,中债综合全价指数收益率*80%+沪深300指数收益率*20%,0.4,0.1,2.72,20210930,,,,,,,0.02059999999999995,0.1093903156243873,0.037457925428520965,0.05838896180504556,0.2427549
005492.OF,农银汇理研究驱动,农银汇理基金,20180124,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,1.02,20210930,,,,,,,-0.17600000000000005,0.3810679611650485,0.7937609841827771,-0.023710380639788475,0.9928999999999999
005259.OF,建信龙头企业,建信基金,20180124,股票型,股票型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价(总值)指数收益率*20%,1.5,0.25,1.26,20210930,,,,,,,-0.21740000000000004,0.6028695874967975,0.7173113810741686,-0.02382836133476041,1.0975000000000001
005255.OF,浦银安盛港股通量化优选A,浦银安盛基金,20180124,混合型,灵活配置型,恒生综合指数收益率*55%+中证综合债指数收益率*45%,1.5,0.25,0.59,20210930,,,,,,,-0.11319999999999997,0.14570290267501423,0.2701440635866866,-0.13016270337922395,0.1120000000000001
005323.OF,前海开源泽鑫A,前海开源基金,20180124,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.6,0.1,6.58,20210930,,,,,,,-0.08460000000000001,0.2925520061222259,0.25768272907867207,0.07682571170348593,0.60119129
005438.OF,易方达易百智能量化策略C,易方达基金,20180124,混合型,灵活配置型,沪深300指数收益率*65%+中债新综合指数(财富)收益率*35%,1.5,0.25,0.9,20210930,,,,,,,-0.25339999999999996,0.2983795366278291,0.37472924187725626,0.09093637454981991,0.45399999999999996
004504.OF,鹏华永泽18个月,鹏华基金,20180124,债券型,债券型,中债总指数收益率,0.3,0.1,10.75,20210930,,,,,,,0.0757000000000001,0.0681302528821124,0.042672447596613386,0.06419347634205087,0.2748042399999999
005445.OF,华宝价值发现,华宝基金,20180124,混合型,混合型,中证800价值指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,1.62,20210930,,,,,,,-0.19120000000000004,0.39332509270704563,0.29418026969481914,0.10111050178228678,0.6063000000000001
005437.OF,易方达易百智能量化策略A,易方达基金,20180124,混合型,灵活配置型,沪深300指数收益率*65%+中债新综合指数(财富)收益率*35%,1.5,0.25,1.0,20210930,,,,,,,-0.2511,0.3021361815754338,0.378755254793397,0.09414739347066263,0.47130000000000005
005324.OF,前海开源泽鑫C,前海开源基金,20180124,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.6,0.1,0.09,20210930,,,,,,,-0.08640000000000003,0.2916012597217657,0.2570973562025073,0.07579179448499464,0.59458916
005308.OF,财通资管鸿达纯债C,财通证券资管,20180124,债券型,债券型,中债综合(全价)指数收益率,0.4,0.1,1.41,20210930,,,,,,,0.03380000000000005,0.03859680758440555,0.03804656702262119,0.03473742274871329,0.15315714000000002
005307.OF,财通资管鸿达纯债A,财通证券资管,20180124,债券型,债券型,中债综合(全价)指数收益率,0.4,0.1,2.54,20210930,,,,,,,0.03929999999999989,0.041470705418150504,0.04120026885057679,0.03776311663366192,0.1693294999999999
005185.OF,国泰招惠收益定开,国泰基金,20180124,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,0.59,20210930,,,,,,,0.07519999999999993,0.04882812499999999,0.07333510685465992,0.06601123595505626,0.2903
005493.OF,鑫元价值精选A,鑫元基金,20180123,混合型,灵活配置型,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,1.5,0.25,0.73,20210930,,,,,,,-0.19469999999999998,0.18743768693918242,0.2666876574307306,0.10489684315187656,0.3334999999999999
005547.OF,诺安圆鼎定期开放,诺安基金,20180123,债券型,债券型,中债综合全价(总值)指数,0.3,0.1,5.15,20210930,,,,,,,0.05620000000000003,0.05421705029838012,0.04192817070120799,0.06649791024985455,0.23671135
005494.OF,鑫元价值精选C,鑫元基金,20180123,混合型,灵活配置型,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,1.5,0.25,0.0,20210930,,,,,,,-0.1986,0.18206862008514899,0.2601694915254238,0.09969737726967051,0.30820000000000003
001835.OF,易方达瑞祥I,易方达基金,20180119,混合型,灵活配置型,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,0.6,0.1,8.49,20210930,,,,,,,-0.017000000000000015,0.19551934826883904,0.12606473594548565,0.07418208018154307,0.42006871
005393.OF,南方卓利3个月定开A,南方基金,20180119,债券型,债券型,中债综合指数收益率,0.3,0.1,142.56,20210930,,,,,,,0.0532999999999999,0.046063253870263075,0.02315235155256953,0.03996986422930163,0.17194204000000002
001836.OF,易方达瑞祥E,易方达基金,20180119,混合型,灵活配置型,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,0.6,0.1,2.27,20210930,,,,,,,-0.016000000000000014,0.19308943089430888,0.1235093696763203,0.07283753601213046,0.41507271
005521.OF,华安红利精选,华安基金,20180119,混合型,混合型,中证红利指数收益率*60%+中证港股通高股息投资指数收益率*20%+中债综合全价指数收益率*20%,1.5,0.25,6.58,20210930,,,,,,,-0.2642,0.43083003952569177,0.429805839207468,0.029325304304900213,0.54502775
005575.OF,长信稳鑫三个月定开,长信基金,20180119,债券型,债券型,中债综合指数收益率,0.3,0.1,10.06,20210930,,,,,,,0.056400000000000006,0.0446053398977466,0.023312205677131367,0.042755914620018064,0.17730563
005127.OF,平安合正定开纯债,平安基金,20180119,债券型,债券型,中债综合指数(总财富),0.3,0.1,19.79,20210930,,,,,,,0.0706,0.05255510185012146,0.0400599241256872,0.039490435802051076,0.21783555
005394.OF,南方卓利3个月定开C,南方基金,20180119,债券型,债券型,中债综合指数收益率,0.3,0.1,0.0,20180331,,,,,,,0.0,,,,0.0
005252.OF,中海添瑞,中海基金,20180119,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.8,0.2,0.07,20210930,,,,,,,0.035600000000000076,0.034672590303264264,0.008681041725007083,0.0723672034055155,0.15880000000000005
004731.OF,万家瑞尧A,万家基金,20180119,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.7,0.1,7.0,20210930,,,,,,,-0.22560000000000002,0.2775051652892562,0.16456080056605676,0.06101900876660015,0.22239999999999993
005454.OF,前海开源医疗健康C,前海开源基金,20180119,混合型,灵活配置型,中证医药卫生指数收益率*50%+恒生医疗保健指数收益率*30%+中证全债指数收益率*20%,1.5,0.25,11.77,20210930,,,,,,,-0.13990000000000002,0.5074401302022785,1.2143903755687515,-0.2137284948108937,1.2576999999999998
004732.OF,万家瑞尧C,万家基金,20180119,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.7,0.1,0.91,20210930,,,,,,,-0.22609999999999997,0.2745478036175711,0.1622909275215408,0.05886970172684449,0.21409999999999996
005453.OF,前海开源医疗健康A,前海开源基金,20180119,混合型,灵活配置型,中证医药卫生指数收益率*50%+恒生医疗保健指数收益率*30%+中证全债指数收益率*20%,1.5,0.25,13.92,20210930,,,,,,,-0.1391,0.5089430894308943,1.2161330049261085,-0.21283689913864964,1.2664
005379.OF,汇添富价值创造,汇添富基金,20180119,混合型,混合型,沪深300指数收益率*40%+恒生指数收益率(使用估值汇率折算)*40%+中债综合财富指数收益率*20%,1.5,0.25,112.9,20210930,,,,,,,-0.16579999999999995,0.6080837242872609,0.6579144225014961,-0.03618643685421651,1.1360999999999999
005167.OF,嘉实润泽量化一年定开,嘉实基金,20180119,混合型,混合型,中债总财富(总值)指数收益率*70%+中证500指数收益率*30%,1.2,0.2,0.73,20210930,,,,,,,-0.029299999999999993,0.0866563626996393,0.11217523231556996,0.04876801091312125,0.23009999999999997
005398.OF,鹏扬淳优一年定开,鹏扬基金,20180119,债券型,债券型,中债总财富(总值)指数收益率,0.3,0.1,17.96,20210930,,,,,,,0.0794999999999999,0.03870559673832465,0.03222035844136139,0.03407884286048595,0.19652143
005120.OF,上投摩根量化多因子,上投摩根基金,20180119,混合型,灵活配置型,中证800指数收益率*60%+中债总指数收益率*40%,1.5,0.25,0.24,20210930,,,,,,,-0.2561,0.49301075268817207,0.2180410514944184,0.10258684405025871,0.4918
004813.OF,中欧先进制造C,中欧基金,20180119,股票型,股票型,中证新能源指数收益率*60%+中证高端装备制造指数收益率*20%+中证港股通工业综合指数收益率*10%+中证短债指数收益率*10%,1.5,0.25,26.72,20210930,,,,,,,-0.2007,0.5158850226928894,1.239105123087159,0.3094380269657913,2.5254
004812.OF,中欧先进制造A,中欧基金,20180119,股票型,股票型,中证新能源指数收益率*60%+中证高端装备制造指数收益率*20%+中证港股通工业综合指数收益率*10%+中证短债指数收益率*10%,1.5,0.25,36.41,20210930,,,,,,,-0.19730000000000003,0.5019460138104205,1.256624592493522,0.31993628685731207,2.5633
005474.OF,泰康均衡优选A,泰康资产,20180119,混合型,混合型,沪深300指数收益率*75%+中债新综合财富(总值)指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.5,0.2,5.01,20210930,,,,,,,-0.21389999999999998,0.495853004976394,0.7138104580738721,0.12632522024787218,1.2629000000000001
005475.OF,泰康均衡优选C,泰康资产,20180119,混合型,混合型,沪深300指数收益率*75%+中债新综合财富(总值)指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.5,0.2,1.6,20210930,,,,,,,-0.21509999999999996,0.5068370607028755,0.7054533118480195,0.12074195633795809,1.2536999999999998
005450.OF,华夏稳盛,华夏基金,20180117,混合型,灵活配置型,中证800指数收益率*50%+上证国债指数收益率*50%,1.5,0.25,23.7,20210930,,,,,,,-0.20750000000000002,0.4970347003154573,0.872387053270398,-0.15184118123705767,0.8841000000000001
005595.OF,招商添润3个月定开C,招商基金,20180117,债券型,债券型,中证全债指数收益率,0.3,0.1,0.0,20210930,,,,,,,0.0,,,0.045598178398178396,0.056158719999999995
005594.OF,招商添润3个月定开A,招商基金,20180117,债券型,债券型,中证全债指数收益率,0.3,0.1,51.12,20210930,,,,,,,0.054200000000000026,0.03866208598272735,0.024069809549052353,0.04450682415111275,0.1706635700000001
004751.OF,广发鑫和C,广发基金,20180116,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,5.41,20210930,,,,,,,0.058499999999999996,0.05311644146272318,0.10817062334653703,0.06229125132438765,0.3120048099999999
005409.OF,华泰柏瑞战略新兴产业A,华泰柏瑞基金,20180116,混合型,混合型,中证新兴产业指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,2.27,20210930,,,,,,,-0.16400000000000003,0.36916447210916914,0.7665675817450603,0.2399287340393942,1.5053999999999998
004750.OF,广发鑫和A,广发基金,20180116,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,5.15,20210930,,,,,,,0.06150000000000011,0.06585310468293619,0.11264011462620017,0.06659022449942009,0.3424182
005226.OF,山西证券改革精选,山西证券,20180112,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债券指数收益率*50%,1.5,0.25,0.83,20210930,,,,,,,-0.12549999999999994,0.06471529842213582,0.6549613402061855,-0.04464343650639152,0.47229999999999994
005294.OF,诺德新宜,诺德基金,20180112,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,6.08,20210930,,,,,,,-0.2136,0.35596236969234685,0.15797862366397908,0.040968342644320276,0.28570000000000007
004637.OF,华夏鼎兴A,华夏基金,20180112,债券型,债券型,中债综合指数收益率,0.3,0.1,6.01,20210930,,,,,,,0.043299999999999894,0.0346989259685462,0.02343806679476007,0.04319298336044232,0.15197020000000006
005001.OF,交银施罗德持续成长,交银施罗德基金,20180112,混合型,混合型,沪深300指数收益率*75%+中证综合债券指数收益率*25%,1.5,0.25,24.04,20210930,,,,,,,-0.03490000000000004,0.5059615934521344,0.4042519902578378,0.23004095992101103,1.51070583
004638.OF,华夏鼎兴C,华夏基金,20180112,债券型,债券型,中债综合指数收益率,0.3,0.1,0.0,20181231,,,,,,,0.0411999999999999,0.0,,0.0002938264256768019,0.041498870000000077
001832.OF,易方达瑞恒,易方达基金,20180110,混合型,灵活配置型,一年期人民币定期存款利率(税后)*75%+沪深300指数收益率*25%,0.6,0.15,23.51,20210930,,,,,,,-0.255,0.804026845637584,0.8928571428571428,-0.027908805031446608,1.4729999999999999
004882.OF,中银丰荣,中银基金,20180110,债券型,债券型,中债综合全价(总值)指数,0.3,0.1,77.77,20210930,,,,,,,0.06180000000000008,0.04526551724137941,0.023490019089007014,0.040955972303793775,0.1820114399999999
004653.OF,建信鑫利回报C,建信基金,20180110,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,0.6,0.1,3.16,20210930,,,,,,,-0.2278,0.3537943537943539,0.34800076525731766,0.06209196707351682,0.4966999999999999
004652.OF,建信鑫利回报A,建信基金,20180110,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,0.6,0.1,0.55,20210930,,,,,,,-0.24429999999999996,0.36032817255524674,0.3533073929961089,0.06641748131109836,0.48360000000000003
004752.OF,广发中证传媒ETF联接A,广发基金,20180102,股票型,被动指数型,中证传媒指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,15.33,20210930,,,,,,,-0.34319999999999995,0.2699040949916273,0.023735315272116912,-0.0017564402810303816,-0.14749999999999996
004753.OF,广发中证传媒ETF联接C,广发基金,20180102,股票型,被动指数型,中证传媒指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,9.73,20210930,,,,,,,-0.3427,0.2731974444782476,0.02162485065710873,-0.003742252368144054,-0.1481
005388.OF,兴业安弘3个月,兴业基金,20171229,债券型,债券型,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,0.3,0.1,40.16,20220106,,,,,,9.999999999998899e-05,0.06009399060093995,0.032223374539964066,0.03068303576721986,0.04749320668407257,0.18095396000000008
005335.OF,浙商全景消费A,浙商基金,20171229,混合型,混合型,中证内地消费主题指数收益率*50%+恒生指数收益率*50%,1.5,0.25,3.07,20210930,,,,,,0.0,-0.1290870912908709,0.4441510733555275,0.5232114467408584,-0.05495251017639075,0.8109
005082.OF,诺德量化蓝筹增强A,诺德基金,20171229,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,0.6,0.1,0.0,20210930,,,,,,0.00029999999999996696,-0.17684694591622507,0.11619462599854753,0.19843851659076114,0.07120883098081794,0.18389999999999995
005083.OF,诺德量化蓝筹增强C,诺德基金,20171229,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,0.6,0.1,2.13,20210930,,,,,,0.00029999999999996696,-0.17864640607817653,0.11524930243843257,0.1974328293266616,0.08303052325581389,0.19219999999999993
005340.OF,兴业6个月定期开放,兴业基金,20171229,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,25.4,20220106,,,,,,9.999999999998899e-05,0.06699330066993296,0.05012359171431246,0.027307659674442094,0.04990450112966721,0.2084104
004800.OF,浦银安盛盛通,浦银安盛基金,20171228,债券型,债券型,中证综合债指数收益率,0.3,0.1,52.85,20210930,,,,,,0.0005999999999999339,0.05068479456163148,0.0391175216522319,0.026930847219215216,0.03456027043787479,0.15995300999999995
005522.OF,华泰保兴吉年福,华泰保兴基金,20171228,混合型,灵活配置型,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,0.8,0.1,3.54,20210930,,,,,,0.0,-0.018398160183981573,0.17373140411656804,0.22458546748849742,-0.004891535516801452,0.40369999999999995
005495.OF,创金合信科技成长A,创金合信基金,20171228,股票型,股票型,中证高新技术企业指数收益率*90%+中证全债指数收益率*10%,1.5,0.25,2.22,20210930,,,,,,0.00039999999999995595,-0.2664667666166916,0.7998637602179836,0.4461433653773372,0.138968856320335,1.1760000000000002
